Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
245724,5139,Marino,245724,201.707055,-47.425434,5426,-47,47,11.925,-1.747398947,,,,,,,4167.0,0.74,11.52,-1.97,,-1.35,0.292712303,,0.094295901,,17.7262,4.053801053,0.0082,14.903,1.230601053,0.0,13.3268,-0.345598947,,11.6191,-2.053298947,,10.5034,-3.168998947,
246239,5139,Marino,246239,201.70147,-47.42348,5426,-47,47,13.159,-0.513398947,,,,,,,4406.0,1.4,11.52,-1.37,,-1.35,-0.319086855,,0.677717276,,17.8168,4.144401053,0.0082,15.6306,1.958201053,0.0,14.4452,0.772801053,0.0,12.8872,-0.785198947,,11.9176,-1.754798947,
246680,5139,Marino,246680,201.753165,-47.421539,5426,-47,47,12.679,-0.993398947,,,,,,,4243.0,1.1,11.52,-1.44,,-1.35,,,0.848775528,,18.0621,4.389701053,0.0083,15.6247,1.952301053,0.0,14.097,0.424601053,,12.3672,-1.305198947,,11.3937,-2.278698947,
246861,5139,Marino,246861,201.706819,-47.421016,5426,-47,47,13.827,0.154601053,,,,,,,4276.0,1.58,11.52,-1.02,,-1.35,0.541886016,,1.04314996,,19.7947,6.122301053,0.0111,16.751,3.078601053,0.0,15.2321,1.559701053,0.0,13.5952,-0.077198947,,12.5224,-1.149998947,
RGB.63,5139,Marino,RGB.63,201.672083,-47.520861,5426,-47,47,13.663,-0.009398947,,,,,,,4576.0,1.7,11.52,-1.98,,-1.35,0.430124907,,0.518805022,,17.1989,3.526501053,0.0077,15.2409,1.568501053,0.0,14.661,0.988601053,0.0,13.3506,-0.321798947,,12.5269,-1.145498947,
RGB.98,5139,Marino,RGB.98,201.664833,-47.507416,5426,-47,47,14.32,0.647601053,,,,,,,4784.0,2.08,11.52,-1.63,,-1.35,,,0.542907463,,17.3246,3.652201053,0.0067,15.795,2.122601053,0.0,15.3145,1.642101053,0.0,14.0818,0.409401053,,13.1908,-0.481598947,
RGB.100,5139,Marino,RGB.100,201.697291,-47.506972,5426,-47,47,13.761,0.088601053,,,,,,,4695.0,1.81,11.52,-1.85,,-1.35,0.061031608,,0.517239545,,17.0775,3.405101053,0.0103,15.3277,1.655301053,0.0,14.7328,1.060401053,0.0,13.4717,-0.200698947,,12.5679,-1.104498947,
RGB.176,5139,Marino,RGB.176,201.707208,-47.487861,5426,-47,47,13.931,0.258601053,,,,,,,4712.0,1.89,11.52,-1.43,,-1.35,,,0.566380763,,17.7007,4.028301053,0.0061,15.8056,2.133201053,0.0,15.0749,1.402501053,0.0,13.6763,0.003901053,0.0,12.785,-0.887398947,
RGB.205,5139,Marino,RGB.205,201.635666,-47.478111,5426,-47,47,13.938,0.265601053,,,,,,,4678.0,1.87,11.52,-1.52,,-1.35,-0.376513431,,0.65070805,,17.2917,3.619301053,0.0253,15.6008,1.928401053,0.0,14.9377,1.265301053,0.0,13.6182,-0.054198947,,12.7309,-0.941498947,
RGB.356,5139,Marino,RGB.356,201.741375,-47.439888,5426,-47,47,14.433,0.760601053,,,,,,,4870.0,2.17,11.52,-1.65,,-1.35,0.229328333,,0.078318155,,17.4708,3.798401053,0.0244,15.7545,2.082101053,0.0,15.4273,1.754901053,0.0,14.2264,0.554001053,,13.3394,-0.332998947,
RGB.363,5139,Marino,RGB.363,201.718916,-47.436583,5426,-47,47,13.812,0.139601053,,,,,,,4654.0,1.8,11.52,-1.92,,-1.35,-0.008983414,,0.539366247,,17.1371,3.464701053,0.0091,15.3402,1.667801053,0.0,14.7918,1.119401053,,13.5411,-0.131298947,,12.5939,-1.078498947,
RGB.370,5139,Marino,RGB.370,201.746708,-47.433444,5426,-47,47,14.407,0.734601053,,,,,,,4569.0,1.99,11.52,-2.03,,-1.35,0.159594409,,0.078318155,,17.3726,3.700201053,0.0085,15.6416,1.969201053,0.0,15.3447,1.672301053,0.0,14.1567,0.484301053,,13.3047,-0.367698947,
R0012212,5904,Carretta,901326,229.6308917,2.09274444,7479,-60,60,16.015,1.645782334,16.759,2.389782334,,,0.0,-14.36921767,5074.0,2.81,11.46,-1.366,0.104,-1.25,0.095,,0.278,0.126,18.429,4.059782334,0.0163,17.005,2.635782334,0.0065,16.9004,2.531182334,0.005,15.8939,1.524682334,0.0,15.1882,0.818982334,0.0
R0007993,5986,Johnson,15455524-3746528,236.480173,-37.781353,10540,-130,132,14.155,-0.959203054,15.646,0.531796946,,,,,,,12.55,,,-1.53,0.436558769,,0.333409983,,20.1595,5.045296946,0.0028,17.3924,2.278196946,0.1062,15.8153,0.701096946,0.0465,13.7771,-1.337103054,0.0,12.4984,-2.615803054,0.0
R0002577,5986,Johnson,15455682-3747414,236.486777,-37.794834,10540,-130,132,14.471,-0.643203054,15.967,0.852796946,,,,,,,12.55,,,-1.53,-0.328434948,,0.539112348,,20.2934,5.179196946,0.0157,17.5749,2.460696946,0.0053,16.0675,0.953296946,0.0,14.008,-1.106203054,0.0,12.7484,-2.365803054,0.0
R0000554,5986,Johnson,15455728-3748245,236.488681,-37.806828,10540,-130,132,14.56,-0.554203054,16.018,0.903796946,,,,,,,12.55,,,-1.53,0.238303833,,0.405526739,,,,,,,,,,,14.0816,-1.032603054,0.0,12.8466,-2.267603054,0.0
R0008593,5986,Johnson,15455768-3746466,236.490334,-37.779633,10540,-130,132,14.786,-0.328203054,16.147,1.032796946,,,,,,,12.55,,,-1.53,0.600000024,,0.207899935,,20.2458,5.131596946,0.008,17.4162,2.301996946,0.0159,16.2314,1.117196946,0.0166,14.3376,-0.776603054,0.0,13.1497,-1.964503054,0.0
R0001732,5986,Johnson,15455843-3747538,236.493468,-37.798294,10540,-130,132,14.452,-0.662203054,15.927,0.812796946,,,,,,,12.55,,,-1.53,0.689999998,,0.397068247,,20.4312,5.316996946,0.0098,17.4782,2.363996946,0.0109,16.0453,0.931096946,0.0015,14.0068,-1.107403054,0.0,12.7517,-2.362503054,0.0
R0006078,5986,Johnson,15455886-3747091,236.495254,-37.785885,10540,-130,132,14.944,-0.170203054,16.161,1.046796946,,,,,,,12.55,,,-1.53,0.50999999,,0.395658497,,19.6165,4.502296946,0.0274,17.2284,2.114196946,0.0032,16.2227,1.108496946,0.0085,14.5084,-0.605803054,0.0,13.3951,-1.719103054,0.0
R0009285,5986,Johnson,15455926-3746383,236.496932,-37.777321,10540,-130,132,14.414,-0.700203054,15.884,0.769796946,,,,,,,12.55,,,-1.53,0.629999995,,0.388609754,,20.4397,5.325496946,0.0136,17.4936,2.379396946,0.028,16.0115,0.897296946,0.022,13.9574,-1.156803054,0.0,12.7205,-2.393703054,0.0
R0000589,5986,Johnson,15460024-3748232,236.501022,-37.80645,10540,-130,132,13.679,-1.435203054,15.167,0.052796946,,,,,,,12.55,,,-1.53,0.347996774,,0.411165735,,19.5797,4.465496946,0.1908,16.9592,1.844996946,0.0072,15.3934,0.279196946,0.0118,13.5794,-1.534803054,0.0,12.2653,-2.848903054,0.0
R0010873,5986,Johnson,15460030-3746057,236.501274,-37.768265,10540,-130,132,14.419,-0.695203054,15.854,0.739796946,,,,,,,12.55,,,-1.53,0.480839799,,0.399887744,,20.2545,5.140296946,0.0072,17.3736,2.259396946,0.0094,15.9326,0.818396946,0.0124,13.9461,-1.168103054,0.0,12.7382,-2.376003054,0.0
R0011415,5986,Johnson,15460078-3745426,236.503273,-37.761837,10540,-130,132,14.496,-0.618203054,15.663,0.548796946,,,,,,,12.55,,,-1.53,0.680000007,,0.236497457,,20.2727,5.158496946,0.0,17.3147,2.200496946,0.0063,16.0179,0.903696946,0.0048,14.094,-1.020203054,0.0,12.8991,-2.215103054,0.0
R0010939,5986,Johnson,15460253-3746035,236.510547,-37.767647,10540,-130,132,14.968,-0.146203054,16.151,1.036796946,,,,,,,12.55,,,-1.53,0.292645502,,0.415394988,,19.4027,4.288496946,0.0289,17.114,1.999796946,0.005,16.186,1.071796946,0.003,14.5653,-0.548903054,0.0,13.5005,-1.613703054,0.0
R0011587,5986,Johnson,15460303-3745286,236.512634,-37.757965,10540,-130,132,14.029,-1.085203054,15.553,0.438796946,,,,,,,12.55,,,-1.53,0.620000005,,0.284160015,,20.2591,5.144896946,0.0268,17.2262,2.111996946,0.0461,15.6187,0.504496946,0.0249,13.5981,-1.516103054,0.0,12.3207,-2.793503054,0.0
R0000546,5986,Johnson,15460332-3748249,236.513847,-37.806942,10540,-130,132,14.676,-0.438203054,16.073,0.958796946,,,,,,,12.55,,,-1.53,0.579999983,,0.388609754,,20.1873,5.073096946,0.0399,17.3957,2.281496946,0.0147,16.1384,1.024196946,0.0091,14.2249,-0.889303054,0.0,13.028,-2.086203054,0.0
R0000016,5986,Johnson,15460476-3749186,236.519865,-37.821861,10540,-130,132,14.787,-0.327203054,16.144,1.029796946,,,,,,,12.55,,,-1.53,0.720000029,,0.369952602,,,,,,,,,,,14.3547,-0.759503054,0.0,13.1587,-1.955503054,0.0
R0007828,5986,Johnson,15460751-3746542,236.531298,-37.781746,10540,-130,132,14.221,-0.893203054,15.674,0.559796946,,,,,,,12.55,,,-1.53,0.281575261,,0.444504951,,20.1589,5.044696946,0.018,17.2984,2.184196946,0.0089,15.7754,0.661196946,0.0035,13.7833,-1.330903054,0.0,12.5569,-2.557303054,0.0
R0010481,5986,Johnson,15461025-3746168,236.542741,-37.771343,10540,-130,132,14.924,-0.190203054,16.225,1.110796946,,,,,,,12.55,,,-1.53,,,0.398477996,,,,,,,,,,,14.4887,-0.625503054,0.0,13.3704,-1.743803054,0.0
R0005705,5986,Johnson,15461222-3747118,236.550938,-37.786636,10540,-130,132,15.001,-0.113203054,16.27,1.155796946,,,,,,,12.55,,,-1.53,0.088031622,,0.437227466,,19.8015,4.687296946,0.0,17.405,2.290796946,0.0,,,,14.5735,-0.540703054,0.0,13.4496,-1.664603054,0.0
R0000030,6093,Carretta,13385,244.280925,-23.00623889,10339,-115,116,14.78,-0.292392677,16.02,0.947607323,,,,,4636.0,1.62,13.02,-1.808,,-1.58,,,0.65,0.02,,,,,,,,,,14.6179,-0.454492677,0.0,13.6005,-1.471892677,0.0
R0000285,6093,Carretta,13987,244.2577833,-22.99939444,10339,-115,116,14.07,-1.002392677,15.499,0.426607323,,,,,4406.0,1.15,13.02,-1.763,,-1.58,-0.39,,0.78,0.03,19.2551,4.182707323,0.0222,16.8384,1.766007323,0.0062,15.6398,0.567407323,0.0134,13.8488,-1.223592677,0.0,12.743,-2.329392677,0.0
R0000513,6093,Carretta,14224,244.2656125,-22.99625,10339,-115,116,13.106,-1.966392677,15.002,-0.070392677,,,,,4046.0,0.42,13.02,-1.814,,-1.58,0.23,0.02,0.79,0.04,20.1007,5.028307323,0.0358,17.1358,2.063407323,0.0094,15.1335,0.061107323,0.0,12.7423,-2.330092677,0.0,11.3974,-3.674992677,0.0
R0000925,6093,Carretta,14656,244.2506292,-22.99221667,10339,-115,116,13.849,-1.223392677,15.32,0.247607323,,,,,4352.0,1.05,13.02,-1.758,,-1.58,0.42,0.05,0.7,0.02,19.5928,4.520407323,0.0125,16.8201,1.747707323,0.012,15.5051,0.432707323,0.0013,13.6393,-1.433092677,0.0,12.4898,-2.582592677,0.0
R0001255,6093,Carretta,14766,244.2727208,-22.99002222,10339,-115,116,16.733,1.660607323,17.753,2.680607323,,,,,5111.0,2.56,13.02,-1.772,,-1.58,0.5,,-0.02,0.01,19.5029,4.430507323,0.0099,17.9663,2.893907323,0.0093,17.7645,2.692107323,0.008,16.4942,1.421807323,0.0,15.5867,0.514307323,0.0
R0001901,6093,Carretta,15072,244.2737833,-22.98671389,10339,-115,116,14.613,-0.459392677,15.891,0.818607323,,,,,4578.0,1.5,13.02,-1.808,,-1.58,0.46,0.02,0.05,0.04,19.1144,4.042007323,0.0119,16.7874,1.715007323,0.0116,16.0063,0.933907323,0.0047,14.4312,-0.641192677,0.0,13.3819,-1.690492677,0.0
R0002061,6093,Carretta,15253,244.245575,-22.98601667,10339,-115,116,14.285,-0.787392677,15.655,0.582607323,,,,,4473.0,1.28,13.02,-1.782,,-1.58,0.14,,0.71,0.04,19.212,4.139607323,0.013,16.8282,1.755807323,0.0171,15.7766,0.704207323,0.0063,14.0609,-1.011492677,0.0,12.9768,-2.095592677,0.0
R0002087,6093,Carretta,15308,244.2340625,-22.98590278,10339,-115,116,13.505,-1.567392677,15.049,-0.023392677,,,,,4239.0,0.82,13.02,-1.767,,-1.58,-0.04,0.0,0.69,0.02,19.5229,4.450507323,0.0863,16.7354,1.663007323,0.0051,15.2384,0.166007323,0.0,13.2565,-1.815892677,0.0,12.0719,-3.000492677,0.0
R0002307,6093,Carretta,15405,244.2293333,-22.98513333,10339,-115,116,16.402,1.329607323,17.471,2.398607323,,,,,5056.0,2.46,13.02,-1.784,,-1.58,,,0.17,,19.3932,4.320807323,0.0022,17.7759,2.703507323,0.0006,17.5555,2.483107323,0.0011,16.2464,1.174007323,0.0,15.3283,0.255907323,0.0
R0002835,6093,Carretta,15509,244.2418167,-22.98349167,10339,-115,116,14.971,-0.101392677,16.172,1.099607323,,,,,4673.0,1.69,13.02,-1.778,,-1.58,0.2,,0.39,,19.0795,4.007107323,0.0507,16.9314,1.859007323,0.02,16.2767,1.204307323,0.0149,14.7956,-0.276792677,0.0,13.7921,-1.280292677,0.0
R0003113,6093,Carretta,15604,244.2387583,-22.98261389,10339,-115,116,16.043,0.970607323,17.151,2.078607323,,,,,4952.0,2.25,13.02,-1.791,,-1.58,,,0.23,0.1,19.2517,4.179307323,0.047,17.5658,2.493407323,0.0242,17.2139,2.141507323,0.0077,15.8477,0.775307323,0.0,14.9035,-0.168892677,0.0
R0004959,6093,Carretta,15750,244.284575,-22.97913611,10339,-115,116,15.882,0.809607323,16.941,1.868607323,,,,,4935.0,2.23,13.02,-1.804,,-1.58,0.25,,0.04,0.1,19.1741,4.101707323,0.01,17.4448,2.372407323,0.0123,17.1402,2.067807323,0.0089,15.8276,0.755207323,0.0,14.8852,-0.187192677,0.0
R0004803,6093,Carretta,15914,244.2403792,-22.97942778,10339,-115,116,15.035,-0.037392677,16.228,1.155607323,,,,,4698.0,1.74,13.02,-1.792,,-1.58,0.13,,0.48,0.09,19.1081,4.035707323,0.0251,17.0478,1.975407323,0.0164,16.4081,1.335707323,0.0103,14.9242,-0.148192677,0.0,13.9192,-1.153192677,0.0
R0005632,6093,Carretta,16066,244.2345542,-22.97816944,10339,-115,116,14.472,-0.600392677,15.786,0.713607323,,,,,4521.0,1.38,13.02,-1.776,,-1.58,0.12,,0.46,0.12,19.1223,4.049907323,0.0499,16.7982,1.725807323,0.0263,15.8698,0.797407323,0.0073,14.2657,-0.806692677,0.0,13.2042,-1.868192677,0.0
R0012580,6093,Carretta,17060,244.2782167,-22.96601944,10339,-115,116,16.444,1.371607323,17.467,2.394607323,,,,,5065.0,2.48,13.02,-1.782,,-1.58,0.54,0.02,0.03,0.02,19.3009,4.228507323,0.0164,17.7843,2.711907323,0.012,17.5563,2.483907323,0.0092,16.3275,1.255107323,0.0,15.4302,0.357807323,0.0
R0012060,6093,Carretta,17085,244.2352708,-22.96770278,10339,-115,116,13.973,-1.099392677,15.336,0.263607323,,,,,4414.0,1.18,13.02,-1.813,,-1.58,0.35,0.09,0.13,0.02,19.0958,4.023407323,0.0129,16.5696,1.497207323,0.0009,15.4593,0.386907323,0.0067,13.7708,-1.301592677,0.0,12.6874,-2.384992677,0.0
R0013031,6093,Carretta,17397,244.2450333,-22.964175,10339,-115,116,15.153,0.080607323,16.324,1.251607323,,,,,4732.0,1.82,13.02,-1.786,,-1.58,,,-0.01,0.01,19.1101,4.037707323,0.0183,17.0381,1.965707323,0.0076,16.4668,1.394407323,0.0216,15.0385,-0.033892677,0.0,14.0495,-1.022892677,0.0
R0012955,6093,Carretta,17407,244.2342375,-22.96454167,10339,-115,116,16.411,1.338607323,17.52,2.447607323,,,,,5051.0,2.45,13.02,-1.816,,-1.58,,,0.66,0.01,19.3666,4.294207323,0.0,,,,,,,16.3032,1.230807323,0.0,15.4005,0.328107323,0.0
R0013800,6093,Carretta,17897,244.2387333,-22.95920833,10339,-115,116,13.225,-1.847392677,14.895,-0.177392677,,,,,4139.0,0.62,13.02,-1.776,,-1.58,0.42,0.01,0.55,0.03,19.9117,4.839307323,0.0,16.9124,1.840007323,0.0,,,,12.9341,-2.138292677,0.0,11.6885,-3.383892677,0.0
R0014029,6093,Carretta,17991,244.2632125,-22.95702222,10339,-115,116,15.622,0.549607323,16.716,1.643607323,,,,,4854.0,2.06,13.02,-1.817,,-1.58,0.2,,0.15,0.1,19.0028,3.930407323,0.0642,17.2844,2.212007323,0.0119,16.8697,1.797307323,0.0026,15.4988,0.426407323,0.0,14.5652,-0.507192677,0.0
R0014204,6093,Carretta,18071,244.2837542,-22.95530556,10339,-115,116,13.906,-1.166392677,15.244,0.171607323,,,,,4412.0,1.18,13.02,-1.814,,-1.58,0.28,0.0,0.48,0.08,,,,,,,,,,13.7264,-1.345992677,0.0,12.6533,-2.419092677,0.0
R0001653,6121,Carretta,32835,245.8916167,-26.52011667,1851,-16,15,13.587,2.249967906,,,12.045,0.707967906,9.74,-1.597032094,4655.0,2.27,12.18,-1.225,0.158,-1.14,,,-0.02,0.074,17.8985,6.561467906,0.0113,15.607,4.269967906,0.0026,14.9772,3.640167906,0.0,13.2695,1.932467906,0.0,12.1164,0.779367906,0.0
R0003704,6121,Dorazi + Marino,30209,245.892435,-26.546815,1851,-16,15,,,,,,,,,4880.0,2.62,12.18,,,-1.14,,,0.091632943,0.07,,,,22.7288,11.39176791,0.0,,,,20.4285,9.091467906,0.0839,18.569,7.231967906,0.0296
R0000410,6121,Dorazi + Marino,30653,245.887933,-26.541841,1851,-16,15,,,,,,,,,4660.0,2.3,12.18,,,-1.14,,,0.086089779,0.05,20.2468,8.909767906,0.0385,18.8717,7.534667906,0.0371,18.7827,7.445667906,0.0026,17.5431,6.206067906,0.0078,16.4106,5.073567906,0.0188
R0005009,6121,Dorazi + Marino,30924,245.896243,-26.538834,1851,-16,15,,,,,,,,,4810.0,2.6,12.18,,,-1.14,,,0.10651357,0.04,25.5572,14.22016791,1.5477,22.8507,11.51366791,0.0,,,,20.5441,9.207067906,0.2398,18.5475,7.210467906,0.0953
R0005578,6121,Dorazi + Marino,31306,245.926076,-26.535059,1851,-16,15,,,,,,,,,4900.0,2.87,12.18,,,-1.14,,,0.519533578,0.05,25.4822,14.14516791,0.0,,,,,,,20.9824,9.645367906,0.0213,18.9657,7.628667906,0.057
R0006330,6121,Dorazi + Marino,31532,245.895616,-26.532901,1851,-16,15,,,,,,,,,4770.0,2.6,12.18,,,-1.14,,,0.51675218,0.06,,,,23.5775,12.24046791,0.2579,,,,20.0548,8.717767906,0.0123,18.1233,6.786267906,0.0038
R0010963,6121,Dorazi + Marino,34006,245.871358,-26.50827,1851,-16,15,,,,,,,,,4320.0,1.67,12.18,,,-1.14,,,0.537695544,0.04,,,,,,,,,,18.7881,7.451067906,0.1906,16.6039,5.266867906,0.0029
R0011535,6121,Dorazi + Marino,34240,245.902419,-26.505579,1851,-16,15,,,,,,,,,4470.0,1.95,12.18,,,-1.14,,,0.057496472,0.04,,,,,,,,,,18.8672,7.530167906,0.0208,17.0525,5.715467906,0.0035
R0002437,6121,Dorazi + Marino,34579,245.933593,-26.501702,1851,-16,15,,,,,,,,,4330.0,1.59,12.18,,,-1.14,,,0.547133108,0.06,,,,,,,,,,11.3639,0.026867906,0.0,10.1064,-1.230632094,0.0
R0000945,6121,MacLean,14377,245.8984583,-26.5317778,1851,-16,15,12.81,1.472967906,14.09,2.752967906,,,,,,,12.18,-1.1,0.1,-1.14,0.43,0.07,0.39,0.07,17.7311,6.394067906,0.0206,15.2551,3.918067906,0.0,14.2323,2.895267906,0.0,12.3875,1.050467906,0.0,11.1912,-0.145832094,0.0
R0000013,6121,MacLean,16788,245.91025,-26.5553333,1851,-16,15,10.86,-0.477032094,12.77,1.432967906,,,,,,,12.18,-1.16,0.09,-1.14,0.86,0.07,0.12,0.02,,,,,,,,,,10.3254,-1.011632094,0.0,8.6358,-2.701232094,0.0
R0000380,6121,MacLean,45171,245.8655833,-26.5422222,1851,-16,15,14.58,3.242967906,15.71,4.372967906,,,,,,,12.18,-1.18,0.11,-1.14,0.74,0.05,0.11,0.03,,,,,,,,,,14.1541,2.817067906,0.0,13.0165,1.679467906,0.0
R0001812,6121,MacLean,48370,245.9081667,-26.5172778,1851,-16,15,14.98,3.642967906,16.05,4.712967906,,,,,,,12.18,-1.25,0.1,-1.14,0.58,0.05,0.52,0.0,18.3892,7.052167906,0.0106,16.5916,5.254567906,0.0068,16.078,4.740967906,0.0035,14.5799,3.242867906,0.0,13.5053,2.168267906,0.0
R0001916,6121,MacLean,48627,245.8772917,-26.5153889,1851,-16,15,14.99,3.652967906,16.06,4.722967906,,,,,,,12.18,-1.1,0.1,-1.14,0.48,0.01,0.2,0.01,18.3651,7.028067906,0.0129,16.5582,5.221167906,0.0041,16.0751,4.738067906,0.0044,14.5897,3.252667906,0.0,13.5117,2.174667906,0.0
R0002144,6121,MacLean,49332,245.923875,-26.5100278,1851,-16,15,14.8,3.462967906,15.87,4.532967906,,,,,,,12.18,-1.15,0.09,-1.14,0.64,0.06,-0.04,0.02,,,,,,,,,,14.4112,3.074167906,0.0,13.3435,2.006467906,0.0
R0012887,6205,Johnson,L 176,250.380242,36.467278,7419,-75,76,13.31,-1.041726855,,,,,10.702,-3.649726855,4550.0,1.4,12.22,-1.61,,-1.5,0.173901446,,0.466337429,,,,,,,,,,,13.0854,-1.266326855,0.0,12.2133,-2.138426855,0.0
R0002083,6205,Johnson,L 250,250.3937,36.443489,7419,-75,76,12.37,-1.981726855,,,,,9.211,-5.140726855,4155.0,0.8,12.22,-1.58,,-1.5,-0.375807955,,0.473614915,,,,,,,,,,,12.1518,-2.199926855,0.0,11.1301,-3.221626855,0.0
R0003036,6205,Johnson,L 296,250.398768,36.446945,7419,-75,76,12.56,-1.791726855,,,,,9.659,-4.692726855,4320.0,0.95,12.22,-1.71,,-1.5,0.227570084,,0.412575482,,17.703,3.351273145,0.0016,15.0776,0.725873145,0.0,13.8439,-0.507826855,0.0,12.2709,-2.080826855,0.0,11.3109,-3.040826855,0.0
R0011115,6205,Johnson,L 384,250.408606,36.463726,7419,-75,76,12.48,-1.871726855,,,,,9.541,-4.810726855,4295.0,0.9,12.22,-1.61,,-1.5,0.336926533,,0.333409983,,18.0342,3.682473145,0.0393,15.2267,0.874973145,0.0,13.9167,-0.435026855,0.0,12.2529,-2.098826855,0.0,11.2571,-3.094626855,0.0
R0015663,6205,Johnson,L 398,250.409644,36.475033,7419,-75,76,12.6,-1.751726855,,,,,9.775,-4.576726855,4375.0,1.05,12.22,-1.55,,-1.5,0.2047439,,0.079999998,,17.9208,3.569073145,0.0035,15.1962,0.844473145,0.0,14.0503,-0.301426855,0.0,12.4228,-1.928926855,0.0,11.469,-2.882726855,0.0
R0001998,6205,Johnson,L 436,250.412601,36.44313,7419,-75,76,13.43,-0.921726855,,,,,10.865,-3.486726855,4580.0,1.5,12.22,,,-1.5,0.041090405,,0.459059944,,17.3598,3.008073145,0.0092,15.2943,0.942573145,0.0,14.5629,0.211173145,0.0,13.2741,-1.077626855,0.0,12.4301,-1.921626855,0.0
R0009393,6205,Johnson,L 465,250.415078,36.460598,7419,-75,76,12.5,-1.851726855,,,,,9.583,-4.768726855,4310.0,0.95,12.22,-1.64,,-1.5,0.379999995,,-0.150000006,,17.9598,3.608073145,0.0416,15.1613,0.809573145,0.0,13.9036,-0.448126855,0.0,12.2446,-2.107126855,0.0,11.2554,-3.096326855,0.0
R0003505,6205,Johnson,L 476,250.415991,36.448318,7419,-75,76,13.13,-1.221726855,,,,,10.426,-3.925726855,4470.0,1.3,12.22,,,-1.5,0.27050502,,0.40411699,,17.7207,3.368973145,0.0272,15.2217,0.869973145,0.0,14.3096,-0.042126855,0.0,12.8643,-1.487426855,0.0,11.9761,-2.375626855,0.0
R0015596,6205,Johnson,L 481,250.415993,36.474773,7419,-75,76,12.34,-2.011726855,,,,,9.163,-5.188726855,4145.0,0.75,12.22,,,-1.5,-0.769999981,,0.466337429,,17.7997,3.447973145,0.0181,15.2934,0.941673145,0.0,13.8175,-0.534226855,0.0,12.1757,-2.176026855,0.0,11.2173,-3.134426855,0.0
R0006526,6205,Johnson,L 584,250.423848,36.455242,7419,-75,76,12.55,-1.801726855,,,,,9.857,-4.494726855,4480.0,1.05,12.22,-1.63,,-1.5,0.188239448,,0.457515023,,17.8286,3.476873145,0.0103,15.217,0.865273145,0.0,14.0664,-0.285326855,0.0,12.4962,-1.855526855,0.0,11.5936,-2.758126855,0.0
R0014657,6205,Johnson,L 592,250.424562,36.471794,7419,-75,76,13.1,-1.251726855,,,,,10.423,-3.928726855,4490.0,1.3,12.22,,,-1.5,0.249037551,,0.422672474,,17.5313,3.179573145,0.0136,15.1625,0.810773145,0.0,14.2868,-0.064926855,0.0,12.8518,-1.499926855,0.0,11.9658,-2.385926855,0.0
R0014192,6205,Johnson,L 594,250.424539,36.470486,7419,-75,76,12.86,-1.491726855,,,,,10.099,-4.252726855,4425.0,1.15,12.22,,,-1.5,0.077297896,,0.524557355,,17.6685,3.316773145,0.0342,15.2341,0.882373145,0.0,14.4073,0.055573145,0.0,12.6341,-1.717626855,0.0,11.713,-2.638726855,0.0
R0003306,6205,Johnson,L 598,250.424834,36.447735,7419,-75,76,12.0,-2.351726855,,,,,,,,,12.22,,,-1.5,0.048460427,,0.246029971,,18.5251,4.173373145,0.0108,15.7099,1.358173145,0.0,13.6917,-0.660026855,0.0,11.7284,-2.623326855,0.0,10.6036,-3.748126855,0.0
R0003740,6205,Johnson,L 629,250.427326,36.448975,7419,-75,76,12.0,-2.351726855,,,,,,,,,12.22,,,-1.5,-0.062089848,,0.401297493,,18.946,4.594273145,0.0176,16.0776,1.725873145,0.0091,13.7954,-0.556326855,0.0,11.9421,-2.409626855,0.0,10.7179,-3.633826855,0.0
R0017219,6205,Johnson,L 644,250.428298,36.483116,7419,-75,76,13.18,-1.171726855,,,,,10.467,-3.884726855,4460.0,1.3,12.22,,,-1.5,-0.047349812,,0.429949959,,17.3444,2.992673145,0.0141,15.2037,0.851973145,0.0,14.3127,-0.039026855,0.0,12.8902,-1.461526855,0.0,12.007,-2.344726855,0.0
R0014143,6205,Johnson,L 754,250.438238,36.470348,7419,-75,76,12.88,-1.471726855,,,,,10.058,-4.293726855,4380.0,1.15,12.22,,,-1.5,0.314786017,,0.378235005,,17.7146,3.362873145,0.023,15.122,0.770273145,0.0,14.1457,-0.206026855,0.0,12.634,-1.717726855,0.0,11.7071,-2.644626855,0.0
R0004579,6205,Johnson,L 793,250.441763,36.451073,7419,-75,76,13.68,-0.671726855,,,,,11.198,-3.153726855,4660.0,1.65,12.22,,,-1.5,0.540000021,,0.236497457,,17.4825,3.130773145,0.0102,15.3225,0.970773145,0.0,14.7523,0.400573145,0.0,13.4597,-0.892026855,0.0,12.6211,-1.730626855,0.0
R0017835,6205,Johnson,L 824,250.444099,36.490067,7419,-75,76,14.34,-0.011726855,,,,,,,,,12.22,,,-1.5,0.281575261,,0.466337429,,,,,,,,,,,14.2096,-0.142126855,0.0,13.4431,-0.908626855,0.0
